samp_ev,exp,grp_typ,category,sa,la,wi,tot_ct,bmn_pgml,mn_ct
YBP2,T24,diatom chain,diatom chain 4 160,4,160,,1,13,0.3
YBP2,T24,diatom chain,diatom chain 8 256,8,256,,3,93,1.0
YBP2,T24,diatom chain,diatom chain 8 80,8,80,,2,42,0.7
YBP2,T24,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,,14,52,4.7
YBP2,T24,diatom egg shaped,diatom egg shaped 16 32,16,32,,2,25,0.7
YBP2,T24,diatom egg shaped,diatom egg shaped 32 48,32,48,,2,214,0.7
YBP2,T24,diatom pennate,diatom pennate 2 96,2,96,2,1,1,0.3
YBP2,T24,diatom pennate,diatom pennate 24 32,24,32,,5,113,1.7
YBP2,T24,diatom pennate,diatom pennate 24 72,24,72,24,1,80,0.3
YBP2,T24,diatom pennate,diatom pennate 3 20,3,20,3,3,3,1.0
YBP2,T24,diatom pennate,diatom pennate 4 160,4,160,4,1,13,0.3
YBP2,T24,diatom pennate,diatom pennate 4 24,4,24,4,15,14,5.0
YBP2,T24,diatom pennate,diatom pennate 4 26,4,26,4,9,10,3.0
YBP2,T24,diatom pennate,diatom pennate 4 36,4,36,4,33,32,11.0
YBP2,T24,diatom pennate,diatom pennate 4 56,4,56,4,8,17,2.7
YBP2,T24,diatom pennate,diatom pennate 4 64,4,64,4,1,6,0.3
YBP2,T24,diatom pennate,diatom pennate 8 120,8,120,8,1,22,0.3
YBP2,T24,diatom pennate,diatom pennate 8 40,8,40,8,5,51,1.7
YBP2,T24,diatom pennate,diatom pennate 8 56,8,56,,5,27,1.7
YBP2,T24,diatom pennate,diatom pennate 8 64,8,64,8,1,20,0.3
YBP2,T24,diatom pennate,diatom pennate 8 80,8,80,8,6,116,2.0
YBP2,T24,diatom pennate fragillaria,diatom pennate fragillaria 64 80,64,80,64,6,2397,2.0
YBP2,T24,diatom pennate pleurosigma,diatom pennate pleurosigma 16 144,16,144,16,2,159,0.7
YBP2,T24,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,,23,9,7.7
YBP2,T24,flagellate euglenid,flagellate euglenid 16 144,16,144,,1,295,0.3
YBP2,T24,flagellate euglenid,flagellate euglenid 16 48,16,48,,1,111,0.3
YBP2,T24,flagellate euglenid,flagellate euglenid 8 136,8,136,,1,43,0.3
YBP2,T24,flagellate other,flagellate other 3.67 5.5,3.67,5.5,,717,111,239.0
YBP2,T24,flagellate other,flagellate other 6.33 9.5,6.33,9.5,,112,99,37.3
YBP2,T24,flagellate other,flagellate other 9 14,9,14,,34,92,11.3
YBP2,T24,tintinnid agglutinated,tintinnid agglutinated 24 32,24,32,,1,86,0.3
YBP2,T24,unidentified flagchloro,unidentified flagchloro 4 12,4,12,,40,55,13.3
YBP2,T24,unidentified flagchloro,unidentified flagchloro 4 8,4,8,,31,53,10.3
YBP2,T24,unidentified NA,unidentified NA 16 24,16,24,,123,1457,41.0
YBP2,T24,unidentified NA,unidentified NA 16 40,16,40,,11,889,3.7
YBP2,T24,unidentified NA,unidentified NA 2 10,2,10,2,27,9,9.0
YBP2,T24,unidentified NA,unidentified NA 4 8,4,8,,115,70,38.3
YBP2,T24,unidentified NA,unidentified NA 6 14,6,14,,2,11,0.7
YBP2,T24,unidentified round,unidentified round 14 14,14,14,,25,172,8.3
YBP2,T24,unidentified round,unidentified round 24.5 24.5,24.5,24.5,,63,1941,21.0
YBP2,T24,unidentified round,unidentified round 40 40,40,40,,2,1002,0.7
YBP2,T24,unidentified round,unidentified round 5.5 5.5,5.5,5.5,,707,244,235.7
YBP2,T24,unidentified round,unidentified round 9.5 9.5,9.5,9.5,,144,218,48.0
