,samp_ev,exp,grp_typ,category,sa,la,wi,tot_ct,bmn_pgml
297,YBP2,FC,ciliate round,ciliate round 14 14,14,14,NA,80,733.7174965
298,YBP2,FC,ciliate round,ciliate round 24 24,24,24,NA,134,7941.31887
299,YBP2,FC,ciliate round,ciliate round 36 36,36,36,NA,1,344.8669917
300,YBP2,FC,ciliate round,ciliate round 40 40,40,40,NA,9,4855.18021
301,YBP2,FC,ciliate round,ciliate round 120 120,120,120,NA,9,76919.08114
302,YBP2,T24,ciliate round,ciliate round 5.5 5.5,5.5,5.5,NA,19,24.44735614
303,YBP2,T24,ciliate round,ciliate round 9.5 9.5,9.5,9.5,NA,14,54.64927693
304,YBP2,T24,ciliate round,ciliate round 14 14,14,14,NA,28,428.9388783
305,YBP2,T24,ciliate round,ciliate round 24 24,24,24,NA,12,1112.319643
306,YBP2,T24,ciliate round,ciliate round 40 40,40,40,NA,21,17786.70223
307,YBP2,T24,ciliate round,ciliate round 48 48,48,48,NA,1,1443.10093
308,SJR1,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 6 72,6,72,NA,1,16.21387248
309,SJR1,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,16,457.5343203
310,SJR1,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,3,95.24397644
311,SJR1,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,8,120,NA,6,317.4799215
312,SJR1,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 80,4,80,NA,10,80.33363355
313,SJR1,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 128,4,128,NA,8,57.69218221
314,YBP1,site,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 128,4,128,NA,3,60.7869755
315,YBP1,site,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 32,8,32,NA,16,324.1972027
316,YBP1,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 80,4,80,NA,2,15.51728467
317,YBP1,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 6 160,6,160,NA,3,108.6903398
318,YBP1,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,35,372.2796164
319,YBP1,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,17,545.6664273
320,YBP1,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,8,320,NA,1,122.9118838
321,YBP1,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 80,4,80,NA,5,39.94636224
322,YBP1,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 128,4,128,NA,1,12.68536331
323,WLD2,site,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 72,4,72,NA,5,53.39771488
324,WLD2,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,106,1116.847239
325,WLD2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,148,1608.880561
326,WLD2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,41,619.8624892
327,LSZ2,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 80,4,80,NA,10,79.2835207
328,LSZ2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,12,380.9759058
329,LSZ2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 80,4,80,NA,11,90.45157628
330,LSZ2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,5,159.0869333
331,LSZ2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,8,120,NA,1,47.77829672
332,SJR2,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,80,846.7770581
333,SJR2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 56,4,56,NA,14,77.95259733
334,SJR2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,30,955.5659344
335,SJR2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,8,120,NA,64,3044.487195
336,SJR2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,28,296.5003502
337,YBP2,site,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 6 160,6,160,NA,44,2683.592152
338,YBP2,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,415,5773.601557
339,YBP2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 56,4,56,NA,123,1130.330739
340,YBP2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 32,8,32,NA,143,5055.429215
341,YBP2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,7,1114.826923
342,YBP2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,NA,105,5083.350124
343,YBP2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,8,120,NA,130,10262.14247
344,YBP2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,8,320,NA,4,1503.863049
345,SJR1,site,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 48,4,48,NA,1,5.769959727
346,SJR1,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 80,4,80,NA,15,119.8390867
347,SJR1,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 40,8,40,NA,1,15.9785449
348,SJR1,T24,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 40,6,40,NA,1,10.14673045
349,SJR1,T24,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 40,8,40,NA,11,176.7339938
350,YBP1,site,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,4,16,NA,7,17.72953452
351,YBP1,site,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 144,8,144,NA,4,364.721853
352,YBP1,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 48,4,48,NA,3,14.49204531
353,YBP1,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 64,4,64,NA,13,83.45486536
354,YBP1,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 200,6,200,NA,6,261.8541787
355,YBP1,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 80,4,80,NA,1,7.681992738
356,YBP1,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 160,4,160,NA,1,16.04901257
357,YBP1,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 56,6,56,NA,3,34.68654031
358,YBP1,T24,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 48,4,48,NA,3,14.38069041
359,WLD2,site,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 80,4,80,NA,1,11.86615886
360,WLD2,site,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 56,6,56,NA,2,37.37840042
361,WLD2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 80,4,80,NA,9,72.22055656
362,WLD2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 64,4,64,NA,3,20.12784071
363,WLD2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 200,6,200,NA,2,90.07706931
364,WLD2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 40,8,40,NA,1,16.06672671
365,WLD2,T24,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 240,4,240,NA,1,23.17316353
366,SJR2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 80,8,80,NA,28,890.8868267
367,SJR2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 64,6,64,NA,5,71.58912
368,SJR2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 80,8,80,NA,10,318.5219781
369,SJR2,T24,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 80,6,80,NA,9,160.7242103
370,YBP2,site,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 80,6,80,NA,11,335.449019
371,YBP2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 40,4,40,NA,76,376.1869336
372,YBP2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 120,4,120,NA,28,492.9139938
373,YBP2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 80,8,80,NA,16,637.0439562
374,YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 40,4,40,NA,22,144.4092698
375,YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 64,4,64,NA,123,1291.806559
376,YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 80,8,80,NA,1,88.38162963
377,YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 144,8,144,NA,2,573.3395606
378,YBP2,T24,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 200,6,200,NA,5,370.0291757
379,YBP1,FC,cyanobacteria NA,cyanobacteria NA 4 24,4,24,NA,11,25.35057604
380,YBP1,T24,cyanobacteria NA,cyanobacteria NA 4 50,4,50,NA,1,4.759450071
381,SJR1,site,cyanobacteria other,cyanobacteria other 8 72,8,72,NA,15,519.2963755
382,WLD2,site,cyanobacteria other,cyanobacteria other 4 64,4,64,NA,1,9.49292709
383,WLD2,site,cyanobacteria other,cyanobacteria other 4 128,4,128,NA,11,208.844396
384,WLD2,IC,cyanobacteria other,cyanobacteria other 1.6 80,1.6,80,NA,1,1.272695467
385,WLD2,IC,cyanobacteria other,cyanobacteria other 4 80,4,80,NA,42,337.0292639
386,WLD2,IC,cyanobacteria other,cyanobacteria other 4 96,4,96,NA,11,100.7388212
387,WLD2,IC,cyanobacteria other,cyanobacteria other 6 80,6,80,NA,14,250.56192
388,WLD2,IC,cyanobacteria other,cyanobacteria other 8 72,8,72,NA,1,27.47422397
389,WLD2,FC,cyanobacteria other,cyanobacteria other 6 80,6,80,NA,13,119.2362821
390,SJR2,site,cyanobacteria other,cyanobacteria other 8 168,8,168,NA,8,764.1183412
391,YBP2,site,cyanobacteria other,cyanobacteria other 8 40,8,40,NA,3,81.3209743
392,YBP2,IC,cyanobacteria other,cyanobacteria other 4 128,4,128,NA,1,18.77767595
393,YBP2,FC,cyanobacteria other,cyanobacteria other 4 128,4,128,NA,1,35.35265185
394,YBP2,FC,cyanobacteria other,cyanobacteria other 8 168,8,168,NA,23,2241.300197
395,YBP2,T24,cyanobacteria other,cyanobacteria other 8 72,8,72,NA,1,89.29122792
396,SJR1,site,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,14,4.627240419
397,SJR1,site,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,7,10.65269614
398,SJR1,site,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,791,8388.110057
399,SJR1,IC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,196,14.45964843
400,SJR1,IC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,748,200.3018199
401,SJR1,IC,diatom centric,diatom centric 14 14,14,14,NA,17,19.65460636
402,SJR1,IC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,1700,4922.22272
403,SJR1,IC,diatom centric,diatom centric 48 48,48,48,NA,4,391.9045572
404,SJR1,FC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,385,30.20175037
405,SJR1,FC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,744,214.6372545
406,SJR1,FC,diatom centric,diatom centric 14 14,14,14,NA,93,104.0916381
407,SJR1,FC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,871,3459.833078
408,SJR1,FC,diatom centric,diatom centric 48 48,48,48,NA,3,335.0127415
409,SJR1,T24,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,223,17.5784631
410,SJR1,T24,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,244,83.38623568
411,SJR1,T24,diatom centric,diatom centric 14 14,14,14,NA,33,39.4708458
412,SJR1,T24,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,376,1465.171
413,SJR1,T24,diatom centric,diatom centric 40 40,40,40,NA,1,71.60199345
414,YBP1,site,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,26,10.51290044
415,YBP1,site,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,2,4.652467612
416,YBP1,site,diatom centric,diatom centric 14 14,14,14,NA,5,29.0644036
417,YBP1,site,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,28,581.921804
418,YBP1,IC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,34,3.168282865
419,YBP1,IC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,16,6.718262419
420,YBP1,IC,diatom centric,diatom centric 14 14,14,14,NA,17,28.49256868
421,YBP1,IC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,39,185.4601916
422,YBP1,FC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,56,4.728593296
423,YBP1,FC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,21,8.150416195
424,YBP1,FC,diatom centric,diatom centric 14 14,14,14,NA,14,23.1877873
425,YBP1,FC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,40,183.7895182
426,YBP1,T24,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,52,4.553183715
427,YBP1,T24,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,8,3.596076278
428,YBP1,T24,diatom centric,diatom centric 14 14,14,14,NA,5,9.38265382
429,YBP1,T24,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,3,48.9068498
430,WLD2,site,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,3,6.231041132
431,WLD2,site,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,14,296.0724955
432,WLD2,IC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,50,4.402800051
433,WLD2,IC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,25,10.17093545
434,WLD2,IC,diatom centric,diatom centric 14 14,14,14,NA,10,18.14863776
435,WLD2,IC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,10,79.01509306
436,WLD2,FC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,32,3.041167689
437,WLD2,FC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,11,7.325058068
438,WLD2,FC,diatom centric,diatom centric 14 14,14,14,NA,5,10.23482721
439,WLD2,FC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,24,123.0865427
440,WLD2,T24,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,54,4.40414562
441,WLD2,T24,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,15,6.322261704
442,WLD2,T24,diatom centric,diatom centric 14 14,14,14,NA,1,4.130419001
443,WLD2,T24,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,7,58.04203328
444,LSZ2,site,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,100,129.2388869
445,LSZ2,IC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,249,17.33989708
446,LSZ2,IC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,1024,260.9916991
447,LSZ2,IC,diatom centric,diatom centric 14 14,14,14,NA,107,98.60297195
448,LSZ2,IC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,1956,5685.049489
449,LSZ2,FC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,338,34.33227455
450,LSZ2,FC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,1028,270.0627825
451,LSZ2,FC,diatom centric,diatom centric 14 14,14,14,NA,138,127.8585648
452,LSZ2,FC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,1897,5687.730292
453,LSZ2,FC,diatom centric,diatom centric 40 40,40,40,NA,12,631.6007737
454,LSZ2,T24,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,136,10.90813484
455,LSZ2,T24,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,203,65.29480072
456,LSZ2,T24,diatom centric,diatom centric 14 14,14,14,NA,49,51.33114427
457,LSZ2,T24,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,347,1275.832084
458,SJR2,site,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,162,47.30813341
459,SJR2,site,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,61,84.83470816
460,SJR2,site,diatom centric,diatom centric 14 14,14,14,NA,46,184.3658775
461,SJR2,site,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,30,555.2445228
462,SJR2,IC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,427,29.3662157
463,SJR2,IC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,134,44.88087409
464,SJR2,IC,diatom centric,diatom centric 14 14,14,14,NA,56,57.82562241
465,SJR2,IC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,78,340.7675419
466,SJR2,IC,diatom centric,diatom centric 40 40,40,40,NA,2,130.5688693
467,SJR2,FC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,381,26.50609924
468,SJR2,FC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,172,56.04872833
469,SJR2,FC,diatom centric,diatom centric 14 14,14,14,NA,70,70.86491396
470,SJR2,FC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,50,231.022948
471,SJR2,T24,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,201,15.12828948
472,SJR2,T24,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,37,14.29361313
473,SJR2,T24,diatom centric,diatom centric 14 14,14,14,NA,17,20.03640692
474,SJR2,T24,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,4,35.62377798
475,SJR2,T24,diatom centric,diatom centric 32 32,32,32,NA,1,39.30963875
476,YBP2,site,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,25,10.86921562
477,YBP2,site,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,7,15.0137552
478,YBP2,site,diatom centric,diatom centric 14 14,14,14,NA,7,41.83909096
479,YBP2,site,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,46,964.4730108
480,YBP2,IC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,336,31.57500822
481,YBP2,IC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,331,133.3498714
482,YBP2,IC,diatom centric,diatom centric 14 14,14,14,NA,70,137.3023725
483,YBP2,IC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,58,512.6993544
484,YBP2,IC,diatom centric,diatom centric 40 40,40,40,NA,40,2287.873357
485,YBP2,FC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,319,66.39854367
486,YBP2,FC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,234,203.6929482
487,YBP2,FC,diatom centric,diatom centric 14 14,14,14,NA,110,298.6069941
488,YBP2,FC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,37,551.3300005
489,YBP2,T24,diatom centric,diatom centric 5.5 5.5,5.5,5.5,NA,107,27.55676289
490,YBP2,T24,diatom centric,diatom centric 9.5 9.5,9.5,9.5,NA,52,42.00780806
491,YBP2,T24,diatom centric,diatom centric 14 14,14,14,NA,13,53.72852307
492,YBP2,T24,diatom centric,diatom centric 24.5 24.5,24.5,24.5,NA,21,265.2282175
493,SJR1,IC,diatom chain,diatom chain 8 200,8,200,NA,1,15.43401193
494,SJR1,IC,diatom chain,diatom chain 16 160,16,160,NA,1,48.05952691
495,SJR1,IC,diatom chain,diatom chain 24 64,24,64,NA,1,39.19255832
496,YBP1,site,diatom chain,diatom chain 6 176,6,176,NA,3,38.73427508
497,YBP1,site,diatom chain,diatom chain 8 160,8,160,8,1,27.7884168
498,YBP1,IC,diatom chain,diatom chain 4 104,4,104,NA,1,2.871028765
499,YBP1,FC,diatom chain,diatom chain 16 240,16,240,NA,2,116.245261
500,YBP1,FC,diatom chain,diatom chain 24 64,24,64,NA,2,77.56061231
501,WLD2,site,diatom chain,diatom chain 12 128,12,128,NA,1,35.32341167
502,WLD2,IC,diatom chain,diatom chain 4 32,4,32,NA,1,1.016408534
503,WLD2,IC,diatom chain,diatom chain 4 64,4,64,NA,2,3.417191741
504,WLD2,IC,diatom chain,diatom chain 16 240,16,240,NA,1,68.99648725
505,WLD2,FC,diatom chain,diatom chain 4 104,4,104,NA,1,2.86471187
506,WLD2,FC,diatom chain,diatom chain 8 80,8,80,NA,2,14.20100671
507,WLD2,FC,diatom chain,diatom chain 8 120,8,120,NA,1,11.02168782
508,LSZ2,site,diatom chain,diatom chain 8 120,8,120,NA,1,15.4266972
509,LSZ2,site,diatom chain,diatom chain 8 256,8,256,NA,1,30.07278758
510,LSZ2,IC,diatom chain,diatom chain 4 160,4,160,NA,6,18.52954429
511,LSZ2,IC,diatom chain,diatom chain 8 144,8,144,NA,10,97.43791574
512,LSZ2,IC,diatom chain,diatom chain 8 200,8,200,NA,10,68.29391128
513,LSZ2,FC,diatom chain,diatom chain 4 64,4,64,NA,3,4.900405324
514,LSZ2,FC,diatom chain,diatom chain 6 248,6,248,NA,1,12.47538199
515,LSZ2,FC,diatom chain,diatom chain 8 120,8,120,NA,6,53.25598262
516,LSZ2,FC,diatom chain,diatom chain 8 160,8,160,8,14,66.30894837
517,LSZ2,FC,diatom chain,diatom chain 8 408,8,408,NA,1,32.21801053
518,LSZ2,FC,diatom chain,diatom chain 12 128,12,128,NA,1,23.62700957
519,LSZ2,T24,diatom chain,diatom chain 8 136,8,136,8,2,27.85636989
520,SJR2,site,diatom chain,diatom chain 4 64,4,64,NA,1,2.652459482
521,SJR2,site,diatom chain,diatom chain 6 248,6,248,NA,1,17.87264918
522,SJR2,site,diatom chain,diatom chain 32 1400,32,1400,NA,1,1568.14984
523,SJR2,IC,diatom chain,diatom chain 8 136,8,136,8,3,39.81630181
524,SJR2,IC,diatom chain,diatom chain 8 160,8,160,8,4,59.06981784
525,SJR2,FC,diatom chain,diatom chain 8 80,8,80,NA,1,7.668835005
526,YBP2,site,diatom chain,diatom chain 4 20,4,20,NA,3,2.986863837
527,YBP2,site,diatom chain,diatom chain 4 32,4,32,NA,105,103.6022236
528,YBP2,site,diatom chain,diatom chain 8 80,8,80,NA,4,44.27067629
529,YBP2,site,diatom chain,diatom chain 16 160,16,160,NA,14,833.8009431
530,YBP2,site,diatom chain,diatom chain 16 240,16,240,NA,1,116.5359664
531,YBP2,site,diatom chain,diatom chain 24 64,24,64,NA,4,252.014823
532,YBP2,IC,diatom chain,diatom chain 4 160,4,160,NA,49,159.6340058
533,YBP2,IC,diatom chain,diatom chain 8 256,8,256,NA,26,276.4209254
534,YBP2,IC,diatom chain,diatom chain 16 240,16,240,NA,11,275.844173
535,YBP2,FC,diatom chain,diatom chain 4 20,4,20,NA,7,6.103149898
536,YBP2,FC,diatom chain,diatom chain 6 176,6,176,NA,58,545.7135764
537,YBP2,FC,diatom chain,diatom chain 8 160,8,160,8,29,500.2588021
538,YBP2,FC,diatom chain,diatom chain 16 160,16,160,NA,1,78.97227455
539,YBP2,T24,diatom chain,diatom chain 4 160,4,160,NA,1,12.97026501
540,YBP2,T24,diatom chain,diatom chain 8 80,8,80,NA,2,41.6759705
541,YBP2,T24,diatom chain,diatom chain 8 256,8,256,NA,3,92.93394532
542,YBP2,T24,diatom chain,diatom chain 16 160,16,160,NA,1,79.143581
543,YBP1,site,diatom cylindrotheca pennate,diatom cylindrotheca pennate 16 48,16,48,NA,9,127.8605695
544,YBP1,FC,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,NA,12,40.24566264
545,YBP1,T24,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,NA,6,23.60127209
546,YBP2,IC,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,NA,42,66.53053226
547,YBP2,FC,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,NA,76,238.1885626
548,YBP2,T24,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,NA,14,52.22026944
549,YBP1,site,diatom egg shaped,diatom egg shaped 32 48,32,48,NA,5,258.3785222
550,YBP1,FC,diatom egg shaped,diatom egg shaped 16 32,16,32,NA,1,7.830999189
551,YBP1,FC,diatom egg shaped,diatom egg shaped 32 48,32,48,NA,1,36.27886656
552,WLD2,site,diatom egg shaped,diatom egg shaped 16 32,16,32,NA,1,12.09632495
553,WLD2,FC,diatom egg shaped,diatom egg shaped 32 80,32,80,NA,1,62.26452762
554,YBP2,site,diatom egg shaped,diatom egg shaped 16 32,16,32,NA,1,13.81639082
555,YBP2,site,diatom egg shaped,diatom egg shaped 32 80,32,80,NA,4,356.2947819
556,YBP2,IC,diatom egg shaped,diatom egg shaped 16 32,16,32,NA,1,10.1468844
557,YBP2,IC,diatom egg shaped,diatom egg shaped 32 48,32,48,NA,7,163.0998309
558,YBP2,IC,diatom egg shaped,diatom egg shaped 32 80,32,80,NA,3,201.9794672
559,YBP2,FC,diatom egg shaped,diatom egg shaped 32 80,32,80,NA,2,239.926759
560,YBP2,T24,diatom egg shaped,diatom egg shaped 16 32,16,32,NA,2,24.61893289
561,YBP2,T24,diatom egg shaped,diatom egg shaped 32 48,32,48,NA,2,213.8603528
562,WLD2,site,diatom NA,diatom NA 16 40,16,40,16,10,160.0175312
563,LSZ2,site,diatom NA,diatom NA 16 40,16,40,16,9,137.7309785
564,YBP2,site,diatom NA,diatom NA 16 40,16,40,16,1,24.03857561
565,YBP1,site,diatom other,diatom other 9.6 24,9.6,24,NA,3,10.72229832
566,YBP1,T24,diatom other,diatom other 16 32,16,32,16,1,11.64090962
567,SJR2,T24,diatom other,diatom other 8 24,8,24,NA,1,1.847427928
568,YBP2,FC,diatom other,diatom other 8 24,8,24,NA,2,5.639845677
569,SJR1,IC,diatom pennate,diatom pennate 1 20,1,20,1,11,0.480800332
570,SJR1,IC,diatom pennate,diatom pennate 2 20,2,20,2,23,3.130036291
571,SJR1,IC,diatom pennate,diatom pennate 20 56,20,56,20,2,46.537471
572,SJR1,FC,diatom pennate,diatom pennate 2 20,2,20,2,39,1.947221182
573,SJR1,FC,diatom pennate,diatom pennate 4 12,4,12,4,21,8.582707807
574,SJR1,FC,diatom pennate,diatom pennate 8 32,8,32,8,1,4.725441971
575,SJR1,FC,diatom pennate,diatom pennate 8 56,8,56,NA,2,7.192976713
576,SJR1,FC,diatom pennate,diatom pennate 8 64,8,64,8,1,6.977277936
577,SJR1,FC,diatom pennate,diatom pennate 16 104,16,104,16,1,45.2716713
578,SJR1,T24,diatom pennate,diatom pennate 2 18,2,18,2,35,4.142995226
579,SJR1,T24,diatom pennate,diatom pennate 4 10,4,10,4,6,1.770359691
580,SJR1,T24,diatom pennate,diatom pennate 4 12,4,12,4,25,8.205976642
581,SJR1,T24,diatom pennate,diatom pennate 4 20,4,20,4,10,5.734829779
582,SJR1,T24,diatom pennate,diatom pennate 6 56,6,56,6,1,3.403585865
583,SJR1,T24,diatom pennate,diatom pennate 6 72,6,72,6,1,4.763167273
584,YBP1,site,diatom pennate,diatom pennate 2 20,2,20,2,74,13.86014798
585,YBP1,site,diatom pennate,diatom pennate 4 20,4,20,4,38,26.13237749
586,YBP1,site,diatom pennate,diatom pennate 4 24,4,24,NA,2,2.292744595
